time,open,high,low,Close,tick_volume,spread,real_volume
2024-01-02 01:00:00,2063.21,2065.44,2063.12,2065.3,183,21,0
2024-01-02 01:05:00,2065.32,2065.32,2064.11,2064.64,137,21,0
2024-01-02 01:10:00,2064.6,2066.45,2064.45,2065.77,154,19,0
2024-01-02 01:15:00,2065.68,2066.18,2065.09,2065.63,154,19,0
2024-01-02 01:20:00,2065.64,2065.86,2065.35,2065.6,167,19,0
2024-01-02 01:25:00,2065.58,2065.77,2065.08,2065.12,120,19,0
2024-01-02 01:30:00,2065.22,2065.38,2064.2,2064.3,168,19,0
2024-01-02 01:35:00,2064.45,2065.44,2064.36,2065.29,171,19,0
2024-01-02 01:40:00,2065.19,2065.3,2064.41,2064.52,123,19,0
2024-01-02 01:45:00,2064.49,2064.49,2063.14,2063.4,179,19,0
2024-01-02 01:50:00,2063.62,2064.11,2063.56,2063.77,137,19,0
2024-01-02 01:55:00,2063.75,2064.03,2063.62,2063.68,89,19,0
2024-01-02 02:00:00,2063.72,2064.54,2063.39,2064.54,177,19,0
2024-01-02 02:05:00,2064.53,2064.8,2064.17,2064.61,157,19,0
2024-01-02 02:10:00,2064.59,2064.93,2063.9,2064.07,135,19,0
2024-01-02 02:15:00,2064.1,2064.39,2063.41,2063.63,205,19,0
2024-01-02 02:20:00,2063.72,2063.72,2062.99,2063.06,209,19,0
2024-01-02 02:25:00,2063.05,2063.41,2062.29,2063.32,262,19,0
2024-01-02 02:30:00,2063.3,2063.84,2062.97,2063.83,198,19,0
2024-01-02 02:35:00,2063.82,2063.91,2063.35,2063.78,116,19,0
2024-01-02 02:40:00,2063.77,2064.62,2063.66,2064.61,122,19,0
2024-01-02 02:45:00,2064.6,2065.59,2064.46,2065.32,133,19,0
2024-01-02 02:50:00,2065.22,2065.69,2064.98,2065.64,181,19,0
2024-01-02 02:55:00,2065.65,2065.82,2064.81,2065.43,201,19,0
2024-01-02 03:00:00,2065.36,2067.18,2064.84,2067.01,488,19,0
2024-01-02 03:05:00,2066.98,2069.62,2066.88,2067.44,606,19,0
2024-01-02 03:10:00,2067.46,2069.46,2067.34,2069.22,410,19,0
2024-01-02 03:15:00,2069.19,2069.86,2067.66,2068.26,408,20,0
2024-01-02 03:20:00,2068.29,2068.91,2067.32,2068.62,330,19,0
2024-01-02 03:25:00,2068.51,2068.99,2068.19,2068.5,256,19,0
2024-01-02 03:30:00,2068.53,2068.55,2067.09,2067.57,478,19,0
2024-01-02 03:35:00,2067.59,2068.61,2067.01,2068.08,453,19,0
2024-01-02 03:40:00,2067.97,2068.46,2067.86,2068.18,298,19,0
2024-01-02 03:45:00,2068.19,2069.08,2067.47,2067.61,343,19,0
2024-01-02 03:50:00,2067.62,2067.75,2066.83,2067.16,216,19,0
2024-01-02 03:55:00,2067.17,2067.35,2066.37,2066.57,267,19,0
2024-01-02 04:00:00,2066.56,2066.82,2065.05,2065.68,336,19,0
2024-01-02 04:05:00,2065.66,2065.94,2064.21,2064.98,343,19,0
2024-01-02 04:10:00,2064.95,2065.01,2063.98,2064.67,240,19,0
2024-01-02 04:15:00,2064.66,2066.13,2064.63,2066.13,230,19,0
2024-01-02 04:20:00,2066.12,2066.41,2065.87,2066.27,219,19,0
2024-01-02 04:25:00,2066.14,2067.06,2065.99,2066.75,198,19,0
2024-01-02 04:30:00,2066.73,2066.9,2065.84,2066.26,434,19,0
2024-01-02 04:35:00,2066.29,2068.35,2066.25,2068.07,377,19,0
2024-01-02 04:40:00,2067.99,2068.19,2067.45,2067.46,222,19,0
2024-01-02 04:45:00,2067.53,2068.3,2067.53,2067.73,220,19,0
2024-01-02 04:50:00,2067.74,2068.09,2067.41,2067.42,166,19,0
2024-01-02 04:55:00,2067.44,2067.86,2067.38,2067.79,225,19,0
2024-01-02 05:00:00,2067.8,2067.8,2066.48,2067.11,185,19,0
2024-01-02 05:05:00,2067.12,2068.63,2066.99,2068.48,213,19,0
2024-01-02 05:10:00,2068.49,2069.45,2068.4,2069.1,266,19,0
2024-01-02 05:15:00,2069.19,2069.82,2069.14,2069.3,241,19,0
2024-01-02 05:20:00,2069.29,2069.89,2069.23,2069.79,158,19,0
2024-01-02 05:25:00,2069.79,2069.98,2069.45,2069.75,260,19,0
2024-01-02 05:30:00,2069.76,2069.95,2069.55,2069.8,154,19,0
2024-01-02 05:35:00,2069.83,2069.92,2069.43,2069.57,111,19,0
2024-01-02 05:40:00,2069.56,2069.94,2069.56,2069.85,119,19,0
2024-01-02 05:45:00,2069.79,2070.33,2069.51,2069.61,183,19,0
2024-01-02 05:50:00,2069.58,2069.58,2068.62,2069.1,157,19,0
2024-01-02 05:55:00,2069.11,2069.68,2068.8,2069.59,157,19,0
2024-01-02 06:00:00,2069.61,2069.73,2069.37,2069.65,137,19,0
2024-01-02 06:05:00,2069.66,2069.83,2069.23,2069.51,131,19,0
2024-01-02 06:10:00,2069.5,2070.4,2069.46,2070.34,148,19,0
2024-01-02 06:15:00,2070.33,2070.6,2069.25,2069.28,197,19,0
2024-01-02 06:20:00,2069.28,2069.99,2068.91,2069.88,149,19,0
2024-01-02 06:25:00,2069.85,2069.91,2069.26,2069.45,126,21,0
2024-01-02 06:30:00,2069.58,2070.14,2069.57,2069.97,125,21,0
2024-01-02 06:35:00,2070.0,2070.34,2069.77,2070.25,100,19,0
2024-01-02 06:40:00,2070.23,2070.28,2069.77,2069.89,140,19,0
2024-01-02 06:45:00,2069.92,2070.17,2069.66,2069.67,127,19,0
2024-01-02 06:50:00,2069.69,2069.81,2069.16,2069.17,160,19,0
2024-01-02 06:55:00,2069.18,2069.78,2068.89,2069.58,164,19,0
2024-01-02 07:00:00,2069.63,2070.06,2069.5,2069.71,212,19,0
2024-01-02 07:05:00,2069.72,2070.35,2069.61,2070.29,129,19,0
2024-01-02 07:10:00,2070.23,2071.68,2069.88,2071.58,256,19,0
2024-01-02 07:15:00,2071.59,2071.81,2070.86,2071.0,208,19,0
2024-01-02 07:20:00,2071.01,2071.44,2070.81,2071.29,155,19,0
2024-01-02 07:25:00,2071.31,2071.62,2071.12,2071.45,168,19,0
2024-01-02 07:30:00,2071.46,2071.83,2070.83,2071.6,246,19,0
2024-01-02 07:35:00,2071.67,2072.22,2071.15,2071.26,231,19,0
2024-01-02 07:40:00,2071.22,2072.08,2071.16,2072.08,213,19,0
2024-01-02 07:45:00,2072.09,2074.71,2071.95,2073.58,447,19,0
2024-01-02 07:50:00,2073.6,2074.79,2073.47,2074.63,264,19,0
2024-01-02 07:55:00,2074.67,2074.67,2073.73,2074.41,372,19,0
2024-01-02 08:00:00,2074.5,2074.91,2073.65,2073.85,315,19,0
2024-01-02 08:05:00,2073.86,2074.04,2072.91,2073.66,245,19,0
2024-01-02 08:10:00,2073.75,2074.86,2073.75,2074.75,335,19,0
2024-01-02 08:15:00,2074.69,2075.15,2074.25,2074.88,206,19,0
2024-01-02 08:20:00,2074.87,2076.58,2074.78,2075.44,314,19,0
2024-01-02 08:25:00,2075.43,2076.12,2074.58,2075.85,275,19,0
2024-01-02 08:30:00,2075.82,2076.56,2075.39,2075.55,454,19,0
2024-01-02 08:35:00,2075.51,2075.97,2074.78,2075.09,289,19,0
2024-01-02 08:40:00,2075.08,2075.62,2074.88,2075.07,253,19,0
2024-01-02 08:45:00,2075.1,2075.17,2074.64,2074.75,183,19,0
2024-01-02 08:50:00,2074.74,2074.74,2073.78,2073.94,211,19,0
2024-01-02 08:55:00,2073.96,2074.48,2073.8,2074.18,212,19,0
2024-01-02 09:00:00,2074.12,2075.05,2073.37,2074.28,352,19,0
2024-01-02 09:05:00,2074.33,2075.71,2073.98,2075.07,333,19,0
2024-01-02 09:10:00,2075.08,2075.68,2074.72,2075.36,306,19,0
2024-01-02 09:15:00,2075.3,2075.87,2074.44,2074.67,335,19,0
2024-01-02 09:20:00,2074.64,2076.36,2074.61,2075.92,324,19,0
2024-01-02 09:25:00,2075.94,2075.98,2074.53,2075.21,505,19,0
2024-01-02 09:30:00,2075.27,2075.6,2074.72,2075.29,334,19,0
2024-01-02 09:35:00,2075.26,2075.75,2074.93,2075.47,272,19,0
2024-01-02 09:40:00,2075.49,2075.5,2074.67,2075.19,284,19,0
2024-01-02 09:45:00,2075.18,2075.22,2074.5,2075.22,312,19,0
2024-01-02 09:50:00,2075.23,2075.43,2074.43,2074.89,395,19,0
2024-01-02 09:55:00,2074.9,2075.3,2073.12,2073.12,416,19,0
2024-01-02 10:00:00,2073.17,2074.17,2073.11,2074.14,585,19,0
2024-01-02 10:05:00,2074.15,2074.24,2072.86,2073.2,422,19,0
2024-01-02 10:10:00,2073.19,2074.48,2072.22,2074.02,448,19,0
2024-01-02 10:15:00,2074.01,2074.22,2073.23,2073.85,397,19,0
2024-01-02 10:20:00,2073.86,2073.86,2072.45,2072.87,361,19,0
2024-01-02 10:25:00,2072.84,2073.26,2072.27,2072.62,328,19,0
2024-01-02 10:30:00,2072.61,2073.62,2071.8,2073.62,394,19,0
2024-01-02 10:35:00,2073.59,2074.35,2073.05,2073.77,516,19,0
2024-01-02 10:40:00,2073.83,2074.24,2073.38,2073.82,393,19,0
2024-01-02 10:45:00,2073.84,2073.93,2072.87,2072.92,379,19,0
2024-01-02 10:50:00,2072.93,2073.17,2072.39,2072.94,383,19,0
2024-01-02 10:55:00,2072.92,2073.63,2072.59,2073.27,315,19,0
2024-01-02 11:00:00,2073.28,2074.42,2073.23,2074.11,284,19,0
2024-01-02 11:05:00,2074.09,2074.94,2073.88,2074.91,263,19,0
2024-01-02 11:10:00,2074.89,2075.51,2074.41,2074.56,374,19,0
2024-01-02 11:15:00,2074.54,2075.52,2074.43,2074.95,353,19,0
2024-01-02 11:20:00,2074.99,2075.59,2073.95,2074.14,404,19,0
2024-01-02 11:25:00,2074.14,2074.94,2074.06,2074.66,278,19,0
2024-01-02 11:30:00,2074.63,2076.64,2074.6,2076.62,307,19,0
2024-01-02 11:35:00,2076.51,2078.82,2076.27,2078.39,460,19,0
2024-01-02 11:40:00,2078.4,2078.4,2077.52,2078.33,340,19,0
2024-01-02 11:45:00,2078.23,2078.83,2077.78,2078.11,347,19,0
2024-01-02 11:50:00,2078.18,2078.4,2077.66,2078.14,341,19,0
2024-01-02 11:55:00,2078.12,2078.27,2076.77,2077.04,269,19,0
2024-01-02 12:00:00,2077.04,2077.74,2076.52,2076.53,261,19,0
2024-01-02 12:05:00,2076.51,2076.99,2076.09,2076.77,274,19,0
2024-01-02 12:10:00,2076.78,2076.78,2074.54,2074.93,379,19,0
2024-01-02 12:15:00,2074.94,2075.32,2073.52,2073.61,390,19,0
2024-01-02 12:20:00,2073.59,2075.16,2073.49,2074.67,331,19,0
2024-01-02 12:25:00,2074.69,2075.33,2074.57,2074.59,276,19,0
2024-01-02 12:30:00,2074.67,2076.07,2074.58,2075.64,299,19,0
2024-01-02 12:35:00,2075.63,2075.74,2074.35,2075.0,276,19,0
2024-01-02 12:40:00,2074.93,2075.63,2074.82,2075.62,321,19,0
2024-01-02 12:45:00,2075.61,2076.5,2075.48,2076.42,306,19,0
2024-01-02 12:50:00,2076.41,2076.41,2075.65,2075.89,310,19,0
2024-01-02 12:55:00,2075.87,2076.27,2075.42,2075.94,324,19,0
2024-01-02 13:00:00,2075.91,2076.12,2075.4,2075.45,322,19,0
2024-01-02 13:05:00,2075.52,2076.08,2074.72,2074.72,288,19,0
2024-01-02 13:10:00,2074.62,2075.1,2073.8,2073.98,384,19,0
2024-01-02 13:15:00,2074.01,2074.19,2072.77,2073.57,495,19,0
2024-01-02 13:20:00,2073.56,2075.82,2073.5,2075.8,476,19,0
2024-01-02 13:25:00,2075.74,2075.74,2074.57,2074.99,275,19,0
2024-01-02 13:30:00,2074.86,2074.9,2070.56,2070.94,468,19,0
2024-01-02 13:35:00,2070.78,2071.57,2069.81,2070.1,479,19,0
2024-01-02 13:40:00,2070.14,2070.24,2068.38,2068.75,536,19,0
2024-01-02 13:45:00,2068.76,2069.95,2068.25,2069.69,511,19,0
2024-01-02 13:50:00,2069.67,2070.3,2068.95,2069.07,445,19,0
2024-01-02 13:55:00,2069.13,2069.46,2068.64,2069.17,356,19,0
2024-01-02 14:00:00,2069.13,2069.43,2066.23,2066.95,433,19,0
2024-01-02 14:05:00,2066.95,2067.64,2066.66,2067.44,413,21,0
2024-01-02 14:10:00,2067.44,2067.95,2066.68,2066.77,383,19,0
2024-01-02 14:15:00,2066.71,2067.05,2066.17,2066.47,411,19,0
2024-01-02 14:20:00,2066.38,2067.04,2065.02,2066.48,485,21,0
2024-01-02 14:25:00,2066.48,2066.89,2065.77,2065.99,387,19,0
2024-01-02 14:30:00,2065.97,2068.03,2065.58,2067.8,481,19,0
2024-01-02 14:35:00,2067.71,2068.23,2066.96,2067.36,423,19,0
2024-01-02 14:40:00,2067.32,2068.31,2066.94,2067.16,369,19,0
2024-01-02 14:45:00,2067.15,2067.88,2066.68,2067.85,355,19,0
2024-01-02 14:50:00,2067.84,2067.91,2067.08,2067.89,322,19,0
2024-01-02 14:55:00,2067.87,2068.09,2067.1,2067.89,351,19,0
2024-01-02 15:00:00,2067.86,2068.72,2066.79,2067.46,613,19,0
2024-01-02 15:05:00,2067.46,2067.46,2066.26,2066.69,434,19,0
2024-01-02 15:10:00,2066.78,2066.97,2064.81,2065.58,617,19,0
2024-01-02 15:15:00,2065.59,2066.58,2065.38,2066.23,520,19,0
2024-01-02 15:20:00,2066.26,2068.5,2065.78,2068.49,631,19,0
2024-01-02 15:25:00,2068.49,2068.59,2066.62,2067.02,587,19,0
2024-01-02 15:30:00,2067.09,2070.92,2066.93,2069.37,739,19,0
2024-01-02 15:35:00,2069.38,2070.09,2067.49,2068.71,644,19,0
2024-01-02 15:40:00,2068.74,2069.73,2068.23,2069.73,561,19,0
2024-01-02 15:45:00,2069.74,2069.76,2067.84,2067.91,508,19,0
2024-01-02 15:50:00,2067.83,2067.95,2064.87,2066.96,683,19,0
2024-01-02 15:55:00,2066.83,2067.22,2066.1,2066.22,539,19,0
2024-01-02 16:00:00,2066.26,2067.01,2065.41,2066.16,671,19,0
2024-01-02 16:05:00,2066.16,2067.25,2065.84,2066.09,544,19,0
2024-01-02 16:10:00,2066.09,2066.34,2064.86,2065.29,504,19,0
2024-01-02 16:15:00,2065.12,2066.33,2065.12,2065.59,492,19,0
2024-01-02 16:20:00,2065.58,2066.49,2064.54,2065.96,503,19,0
2024-01-02 16:25:00,2066.0,2067.82,2065.93,2065.93,515,19,0
2024-01-02 16:30:00,2065.85,2068.88,2065.3,2068.83,837,19,0
2024-01-02 16:35:00,2068.79,2069.83,2066.46,2066.92,808,19,0
2024-01-02 16:40:00,2066.97,2067.23,2062.08,2065.74,960,19,0
2024-01-02 16:45:00,2066.39,2069.36,2065.82,2066.75,1083,19,0
